Unsaved report,,,,,,,
"January 1, 2019 - August 24, 2019",,,,,,,
Day,Campaign, Clicks , Impressions , Cost , Avg. position , Conversions ,Search Impr. share
3/16/2019,Google - Brand - Corporate - Brand,1.00,1.00,0.00,1.00, -   ,100.00%
3/16/2019,Google - Generic - Massage Types,29.00,1185.00,34.00,3.00, -   ,19.47%
3/16/2019,Google - Generic - Google Play - App,12.00,73.00,55.00,1.00, -   ,92.41%
3/16/2019,Google - Generic - Masseuse,2.00,15.00,3.00,2.00, -   ,100.00%
3/16/2019,Google - Generic - Corporate - Competitor, -   ,90.00, -   ,4.00, -   ,23.32%
3/16/2019,Google - Generic - Geo Keywords - Massage,535.00,15853.00,785.00,2.00,11.00,29.95%
3/17/2019,Google - Generic - Massage - SKAG - National,211.00,6166.00,350.00,2.00,5.00,13.26%
3/17/2019,Google - Brand - Core - SKAG,146.00,622.00,202.00,1.00,13.00,99.36%
3/17/2019,Google - Generic - Corporate - Massage,10.00,626.00,52.00,2.00, -   ,36.69%
3/17/2019,Google - Generic - Competitors,13.00,178.00,28.00,2.00, -   ,54.94%
3/17/2019,Google - Generic - Corporate - Competitor, -   ,56.00, -   ,4.00, -   ,16.52%
3/17/2019,Google - Brand - Extra Tokens,94.00,654.00,106.00,1.00,14.00,50.50%
3/17/2019,Google - Generic - Therapist - US,1.00,13.00,1.00,2.00, -   ,32.50%
3/17/2019,Google - Generic - Therapist - CA,1.00,7.00,1.00,3.00, -   ,63.64%
3/17/2019,Google - Generic - Geo Keywords - Massage,499.00,16177.00,752.00,2.00,13.00,30.87%
3/18/2019,Google - Generic - Massage - SKAG - National,257.00,9735.00,496.00,2.00,3.00,14.14%
3/18/2019,Google - Generic - Competitors,8.00,252.00,11.00,2.00, -   ,57.67%
3/18/2019,Google - Generic - In Home - Massage Memberships, -   ,6.00, -   ,2.00, -   ,50.00%
3/18/2019,Google - Brand - Corporate - Brand, -   ,4.00, -   ,1.00, -   ,80.00%
3/18/2019,Google - Generic - Massage Types,48.00,2118.00,66.00,2.00, -   ,27.35%
3/18/2019,Google - Generic - In Home - Massage Home Modifier - National,232.00,2621.00,1005.00,2.00,7.00,68.10%
3/18/2019,Google - Generic - Masseuse, -   ,10.00, -   ,2.00, -   ,76.92%
3/18/2019,Google - Generic - Geo Keywords - Massage,122.00,5103.00,164.00,2.00,2.00,31.12%
3/19/2019,Google - Generic - Massage - SKAG - National,244.00,7560.00,425.00,2.00,3.00,11.97%
3/19/2019,Google - Generic - Corporate - Massage,32.00,1123.00,229.00,2.00,4.00,41.78%
3/19/2019,Google - Generic - Competitors,10.00,257.00,26.00,2.00, -   ,54.91%
3/19/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,2.00, -   ,28.57%
3/19/2019,Google - UAC - In Home - Android,103.00,4721.00,17.00,3.00,15.00,<10%
3/19/2019,Google - Generic - Massage Types,41.00,1870.00,47.00,2.00, -   ,25.21%
3/19/2019,Google - Generic - Google Play - App,9.00,60.00,29.00,1.00, -   ,100.00%
3/19/2019,Google - Generic - Corporate - Competitor, -   ,56.00, -   ,3.00, -   ,17.61%
3/19/2019,Google - Generic - Therapist - US, -   ,24.00, -   ,2.00, -   ,39.34%
3/20/2019,Google - Generic - DSA,43.00,791.00,31.00,3.00, -   ,<10%
3/20/2019,Google - Generic - Corporate - Massage,29.00,1269.00,231.00,2.00,8.00,45.05%
3/20/2019,Google - UAC - In Home - Android,91.00,4748.00,13.00,3.00,26.00,<10%
3/20/2019,Google - Brand - Corporate - Brand,2.00,11.00,8.00,1.00, -   ,100.00%
3/20/2019,Google - Generic - Massage Types,33.00,1847.00,39.00,2.00,1.00,24.25%
3/20/2019,Google - Generic - Google Play - App,7.00,71.00,29.00,1.00, -   ,100.00%
3/20/2019,Google - Generic - In Home - Massage Home Modifier - National,313.00,2969.00,1253.00,2.00,13.00,71.31%
3/20/2019,Google - Generic - Masseuse,3.00,13.00,5.00,2.00,2.00,100.00%
3/20/2019,Google - Generic - Corporate - Competitor, -   ,58.00, -   ,3.00, -   ,21.09%
3/20/2019,Google - Generic - Therapist - CA, -   ,12.00, -   ,2.00, -   ,66.67%
3/20/2019,Google - Generic - Geo Keywords - Massage,71.00,2785.00,106.00,2.00, -   ,<10%
3/21/2019,Google - Brand - Core - SKAG,142.00,693.00,243.00,1.00,9.00,99.57%
3/21/2019,Google - Generic - DSA,47.00,728.00,37.00,3.00, -   ,<10%
3/21/2019,Google - Generic - Competitors,5.00,243.00,20.00,2.00, -   ,56.64%
3/21/2019,Google - UAC - In Home - Android,116.00,7518.00,26.00,3.00,21.00,<10%
3/21/2019,Google - Generic - Google Play - App,12.00,75.00,67.00,1.00, -   ,97.40%
3/21/2019,Google - Generic - Massage - Core - National,150.00,3264.00,355.00,2.00,4.00,24.41%
3/21/2019,Google - Generic - In Home - Competitors Reme, -   ,16.00, -   ,2.00, -   ,51.61%
3/21/2019,Google - Brand - Extra Tokens,93.00,611.00,121.00,1.00,8.00,44.53%
3/21/2019,Google - Generic - Therapist - US,1.00,22.00,2.00,2.00, -   ,38.60%
3/21/2019,Google - Generic - Therapist - CA, -   ,8.00, -   ,2.00, -   ,53.33%
3/21/2019,Google - Generic - Geo Keywords - Massage,69.00,2258.00,106.00,2.00, -   ,<10%
3/22/2019,Google - Generic - DSA,23.00,672.00,10.00,2.00,2.00,<10%
3/22/2019,Google - Generic - Corporate - Massage,26.00,1175.00,258.00,2.00,2.00,45.44%
3/22/2019,Google - Generic - Competitors,13.00,321.00,19.00,2.00,1.00,33.47%
3/22/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,2.00, -   ,33.33%
3/22/2019,Google - UAC - In Home - Android,132.00,6414.00,25.00,3.00,16.00,<10%
3/22/2019,Google - Generic - Corporate - Competitor, -   ,69.00, -   ,3.00, -   ,19.71%
3/22/2019,Google - Brand - Extra Tokens,74.00,585.00,152.00,1.00,7.00,46.50%
3/22/2019,Google - Generic - Therapist - US, -   ,13.00, -   ,2.00, -   ,28.89%
3/23/2019,Google - Generic - Massage - SKAG - National,292.00,8214.00,510.00,2.00,12.00,13.49%
3/23/2019,Google - Generic - DSA,34.00,576.00,28.00,2.00,1.00,<10%
3/23/2019,Google - Generic - Corporate - Massage,15.00,720.00,81.00,2.00,1.00,39.39%
3/23/2019,Google - UAC - In Home - Android,128.00,5388.00,22.00,3.00,21.00,<10%
3/23/2019,Google - Brand - Corporate - Brand,1.00,3.00,1.00,1.00, -   ,100.00%
3/23/2019,Google - Generic - Massage Types,35.00,1471.00,40.00,3.00,1.00,21.48%
3/23/2019,Google - Generic - Massage - Core - National,285.00,4351.00,690.00,2.00,7.00,26.46%
3/23/2019,Google - Generic - In Home - Massage Home Modifier - National,346.00,2878.00,1371.00,1.00,14.00,73.74%
3/23/2019,Google - Generic - Masseuse,1.00,10.00,2.00,1.00, -   ,90.91%
3/23/2019,Google - Generic - In Home - Competitors Reme, -   ,11.00, -   ,1.00, -   ,68.75%
3/23/2019,Google - Generic - Corporate - Competitor,1.00,102.00,1.00,3.00, -   ,26.70%
3/23/2019,Google - Generic - Therapist - CA,1.00,14.00,3.00,2.00, -   ,82.35%
3/23/2019,Google - Generic - Geo Keywords - Massage,118.00,3462.00,194.00,2.00,4.00,<10%
3/24/2019,Google - Generic - DSA,34.00,460.00,11.00,2.00, -   ,<10%
3/24/2019,Google - Generic - Competitors,17.00,281.00,55.00,2.00,1.00,20.92%
3/24/2019,Google - Generic - In Home - Massage Memberships, -   ,1.00, -   ,1.00, -   ,<10%
3/24/2019,Google - UAC - In Home - Android,135.00,5596.00,25.00,3.00,23.00,<10%
3/24/2019,Google - Generic - Massage Types,42.00,1854.00,63.00,2.00, -   ,27.01%
3/24/2019,Google - Generic - Google Play - App,15.00,79.00,93.00,1.00,1.00,97.53%
3/24/2019,Google - Generic - Massage - Core - National,233.00,4151.00,483.00,2.00,7.00,26.37%
3/24/2019,Google - Generic - In Home - Massage Home Modifier - National,287.00,2637.00,1166.00,1.00,9.00,73.70%
3/24/2019,Google - Generic - In Home - Competitors Reme,4.00,16.00,8.00,1.00, -   ,84.21%
3/24/2019,Google - Generic - Corporate - Competitor, -   ,78.00, -   ,3.00, -   ,26.44%
3/24/2019,Google - Generic - Therapist - CA, -   ,6.00, -   ,3.00, -   ,100.00%
3/24/2019,Google - Generic - Geo Keywords - Massage,123.00,3527.00,190.00,2.00,1.00,15.38%
3/25/2019,Google - Generic - Massage - SKAG - National,199.00,5406.00,273.00,2.00,1.00,10.92%
3/25/2019,Google - UAC - In Home - Android,91.00,4623.00,13.00,3.00,17.00,<10%
3/25/2019,Google - Generic - Massage Types,52.00,2379.00,69.00,2.00,3.00,28.89%
3/25/2019,Google - Generic - Massage - Core - National,163.00,3879.00,458.00,3.00, -   ,26.15%
3/25/2019,Google - Brand - Extra Tokens,87.00,578.00,125.00,1.00,7.00,46.02%
3/25/2019,Google - Generic - Therapist - US,1.00,15.00,3.00,2.00, -   ,31.25%
3/25/2019,Google - Generic - Geo Keywords - Massage,541.00,20163.00,862.00,2.00,11.00,31.35%
3/26/2019,Google - Generic - DSA,25.00,539.00,13.00,2.00, -   ,<10%
3/26/2019,Google - Generic - Corporate - Massage,28.00,947.00,249.00,2.00,4.00,46.51%
3/26/2019,Google - Brand - Corporate - Brand,1.00,7.00,5.00,1.00, -   ,100.00%
3/26/2019,Google - Generic - Massage Types,18.00,1571.00,20.00,2.00, -   ,22.85%
3/26/2019,Google - Generic - Google Play - App,10.00,67.00,61.00,1.00, -   ,98.53%
3/26/2019,Google - Generic - In Home - Massage Home Modifier - National,260.00,2400.00,1041.00,1.00,15.00,67.95%
3/26/2019,Google - Generic - In Home - Competitors Reme,1.00,14.00,2.00,2.00, -   ,63.64%
3/26/2019,Google - Generic - Corporate - Competitor,3.00,54.00,11.00,2.00, -   ,15.79%
3/26/2019,Google - Generic - Therapist - CA, -   ,13.00, -   ,3.00, -   ,59.09%
3/27/2019,Google - Generic - Massage - SKAG - National,111.00,4272.00,156.00,3.00,4.00,<10%
3/27/2019,Google - Brand - Core - SKAG,174.00,753.00,228.00,1.00,17.00,99.47%
3/27/2019,Google - Generic - DSA,23.00,504.00,12.00,3.00, -   ,<10%
3/27/2019,Google - Generic - In Home - Massage Memberships, -   ,6.00, -   ,3.00, -   ,37.50%
3/27/2019,Google - Generic - Massage Types,40.00,1585.00,52.00,3.00,1.00,22.76%
3/27/2019,Google - Generic - Google Play - App,8.00,65.00,33.00,1.00, -   ,98.48%
3/27/2019,Google - Generic - In Home - Massage Home Modifier - National,253.00,2590.00,1159.00,2.00,11.00,66.07%
3/27/2019,Google - Generic - Masseuse,3.00,14.00,5.00,1.00, -   ,93.33%
3/27/2019,Google - Generic - In Home - Competitors Reme,1.00,17.00,5.00,1.00, -   ,68.00%
3/27/2019,Google - Generic - Therapist - CA, -   ,17.00, -   ,3.00, -   ,58.62%
3/27/2019,Google - Generic - Geo Keywords - Massage,492.00,18287.00,841.00,2.00,14.00,30.91%
3/28/2019,Google - Brand - Core - SKAG,148.00,771.00,417.00,1.00,17.00,100.00%
3/28/2019,Google - Generic - DSA,26.00,542.00,23.00,3.00, -   ,<10%
3/28/2019,Google - Generic - Corporate - Massage,28.00,843.00,131.00,2.00,4.00,45.66%
3/28/2019,Google - UAC - In Home - Android,102.00,4198.00,18.00,3.00,24.00,<10%
3/28/2019,Google - Brand - Corporate - Brand,1.00,8.00,3.00,1.00, -   ,100.00%
3/28/2019,Google - Generic - Massage Types,43.00,2055.00,56.00,3.00,2.00,27.64%
3/28/2019,Google - Generic - Masseuse,3.00,21.00,6.00,1.00, -   ,87.50%
3/28/2019,Google - Generic - In Home - Competitors Reme, -   ,17.00, -   ,1.00, -   ,80.95%
3/28/2019,Google - Generic - Corporate - Competitor, -   ,42.00, -   ,3.00, -   ,16.34%
3/28/2019,Google - Generic - Therapist - CA, -   ,9.00, -   ,2.00, -   ,42.86%
3/28/2019,Google - Generic - Geo Keywords - Massage,399.00,17521.00,685.00,2.00,4.00,29.95%
3/29/2019,Google - Generic - DSA,28.00,489.00,23.00,2.00, -   ,<10%
3/29/2019,Google - Generic - In Home - Massage Memberships, -   ,3.00, -   ,2.00, -   ,37.50%
3/29/2019,Google - UAC - In Home - Android,136.00,5929.00,30.00,3.00,20.00,<10%
3/29/2019,Google - Generic - Massage - Core - National,184.00,3838.00,471.00,3.00,8.00,24.86%
3/29/2019,Google - Generic - Masseuse,1.00,16.00,1.00,1.00, -   ,100.00%
3/29/2019,Google - Generic - Corporate - Competitor, -   ,65.00, -   ,2.00, -   ,21.74%
3/29/2019,Google - Brand - Extra Tokens,107.00,681.00,141.00,1.00,8.00,52.14%
3/29/2019,Google - Generic - Therapist - US,1.00,20.00,1.00,2.00, -   ,43.48%
3/29/2019,Google - Generic - Therapist - CA, -   ,10.00, -   ,2.00, -   ,62.50%
3/29/2019,Google - Generic - Geo Keywords - Massage,493.00,17585.00,825.00,2.00,12.00,29.54%
3/30/2019,Google - Generic - Massage - SKAG - National,170.00,4571.00,224.00,2.00,1.00,10.81%
3/30/2019,Google - Generic - DSA,22.00,461.00,11.00,3.00, -   ,<10%
3/30/2019,Google - Generic - Corporate - Massage,14.00,569.00,46.00,2.00, -   ,41.26%
3/30/2019,Google - Generic - In Home - Massage Memberships, -   ,2.00, -   ,4.00, -   ,33.33%
3/30/2019,Google - Generic - Massage Types,28.00,1320.00,29.00,3.00,1.00,21.84%
3/30/2019,Google - Generic - In Home - Massage Home Modifier - National,305.00,2316.00,1307.00,1.00,10.00,69.70%
3/30/2019,Google - Generic - Masseuse, -   ,23.00, -   ,2.00, -   ,95.83%
3/30/2019,Google - Generic - Corporate - Competitor,1.00,68.00,7.00,2.00, -   ,23.86%
3/30/2019,Google - Brand - Extra Tokens,111.00,591.00,173.00,1.00,17.00,55.55%
3/30/2019,Google - Generic - Therapist - US,2.00,13.00,2.00,1.00, -   ,28.89%
3/31/2019,Google - Generic - Massage - SKAG - National,169.00,6543.00,233.00,2.00,4.00,14.19%
3/31/2019,Google - Brand - Core - SKAG,225.00,836.00,833.00,1.00,16.00,99.88%
3/31/2019,Google - Generic - Massage - Core - National,232.00,4397.00,543.00,2.00,11.00,27.60%
3/31/2019,Google - Generic - Masseuse,2.00,17.00,3.00,1.00, -   ,94.44%
3/31/2019,Google - Generic - Therapist - US,1.00,14.00,2.00,2.00, -   ,40.00%
3/31/2019,Google - Generic - Geo Keywords - Massage,568.00,20213.00,912.00,2.00,1.00,38.37%
4/1/2019,Google - Brand - Core - SKAG,168.00,723.00,592.00,1.00,24.00,99.59%
4/1/2019,Google - Generic - Corporate - Massage,25.00,839.00,171.00,2.00,2.00,48.98%
4/1/2019,Google - UAC - In Home - Android,136.00,5071.00,27.00,3.00,18.00,<10%
4/1/2019,Google - Generic - Massage Types,42.00,1834.00,63.00,2.00, -   ,27.41%
4/1/2019,Google - Generic - Massage - Core - National,155.00,3700.00,408.00,3.00,4.00,25.82%
4/1/2019,Google - Generic - In Home - Massage Home Modifier - National,244.00,2372.00,1219.00,2.00,9.00,68.30%
4/1/2019,Google - Generic - Masseuse,1.00,9.00,2.00,1.00, -   ,90.00%
4/1/2019,Google - Generic - Corporate - Competitor, -   ,47.00, -   ,3.00, -   ,18.43%
5/20/2019,Google - Generic - Therapist - CA,2.00,4.00,5.00,2.00, -   ,80.00%
5/21/2019,Google - Generic - Massage - SKAG - National,225.00,10478.00,975.00,2.00,7.00,17.58%
5/21/2019,Google - Brand - Core - SKAG,217.00,989.00,285.00,1.00,50.00,99.60%
5/21/2019,Google - Generic - DSA,26.00,714.00,35.00,2.00, -   ,<10%
5/21/2019,Google - Generic - Corporate - Massage,39.00,1125.00,391.00,2.00,9.00,54.90%
5/21/2019,Google - Generic - Competitors,6.00,143.00,41.00,2.00,2.00,74.87%
5/21/2019,Google - Brand - Corporate - Brand, -   ,9.00, -   ,1.00, -   ,90.00%
5/21/2019,Google - Generic - Massage - Core - National,111.00,1947.00,353.00,2.00,3.00,24.32%
5/21/2019,Google - Generic - Masseuse,1.00,7.00,1.00,2.00, -   ,63.64%
5/21/2019,Google - Generic - Therapist - US,1.00,11.00,5.00,1.00, -   ,35.48%
5/21/2019,Google - Generic - In Home - Massage Geo - Focus,60.00,1733.00,156.00,2.00, -   ,61.19%
5/21/2019,Google - Generic - In Home - Massage Home Modifier - Focus, -   ,4.00, -   ,2.00, -   ,100.00%
5/22/2019,Google - Generic - Massage - SKAG - National,78.00,3033.00,202.00,2.00,10.00,12.15%
5/22/2019,Google - Generic - Corporate - Massage,27.00,1187.00,266.00,2.00, -   ,53.73%
5/22/2019,Google - Generic - Competitors,3.00,132.00,16.00,2.00,1.00,72.53%
5/22/2019,Google - UAC - In Home - Android,152.00,7687.00,35.00,3.00,34.00,<10%
5/22/2019,Google - Brand - Corporate - Brand,4.00,10.00,12.00,1.00, -   ,100.00%
5/22/2019,Google - Generic - Massage Types,25.00,711.00,98.00,2.00, -   ,39.72%
5/22/2019,Google - Generic - In Home - Massage Home Modifier - National,192.00,1901.00,1007.00,2.00,19.00,63.64%
5/22/2019,Google - Generic - Masseuse, -   ,11.00, -   ,2.00, -   ,91.67%
5/22/2019,Google - Brand - Extra Tokens,49.00,224.00,102.00,1.00,8.00,100.00%
5/22/2019,Google - Generic - Therapist - US,1.00,18.00,2.00,2.00, -   ,36.00%
5/22/2019,Google - Generic - Geo Keywords - Massage,314.00,10342.00,483.00,2.00,25.00,27.19%
5/22/2019,Google - Generic - In Home - Massage Geo - Focus,46.00,1646.00,132.00,2.00,1.00,59.94%
5/22/2019,Google - Generic - In Home - Massage Home Modifier - Focus,1.00,7.00,3.00,3.00, -   ,77.78%
5/23/2019,Google - Generic - Massage - SKAG - National,71.00,3254.00,215.00,2.00,2.00,11.27%
5/23/2019,Google - Brand - Corporate - Brand,1.00,16.00,1.00,1.00, -   ,100.00%
5/23/2019,Google - Generic - Massage Types,2.00,292.00,19.00,2.00, -   ,31.00%
5/23/2019,Google - Generic - Google Play - App,9.00,80.00,48.00,1.00,3.00,97.56%
5/23/2019,Google - Generic - Massage - Core - National,100.00,1596.00,358.00,2.00,5.00,21.77%
5/23/2019,Google - Generic - In Home - Massage Home Modifier - National,217.00,1860.00,1202.00,2.00,5.00,62.73%
5/23/2019,Google - Generic - Masseuse, -   ,16.00, -   ,2.00, -   ,88.89%
5/23/2019,Google - Generic - Corporate - Competitor, -   ,31.00, -   ,3.00, -   ,14.16%
5/23/2019,Google - Brand - Extra Tokens,52.00,192.00,76.00,1.00,7.00,100.00%
5/23/2019,Google - Generic - In Home - Massage Home Modifier - Focus,11.00,182.00,111.00,2.00,1.00,71.65%
5/23/2019,Google - Generic - Massage - SKAG - Focus,8.00,490.00,34.00,2.00, -   ,17.17%
5/24/2019,Google - Generic - Massage - SKAG - National,65.00,2531.00,203.00,2.00, -   ,<10%
5/24/2019,Google - Brand - Core - SKAG,251.00,911.00,493.00,1.00,48.00,100.00%
5/24/2019,Google - Generic - DSA,34.00,549.00,22.00,3.00,1.00,<10%
5/24/2019,Google - Generic - Corporate - Massage,17.00,891.00,193.00,2.00,2.00,51.18%
5/24/2019,Google - Brand - Corporate - Brand,1.00,7.00,2.00,1.00, -   ,100.00%
5/24/2019,Google - Generic - Massage Types,24.00,919.00,106.00,2.00, -   ,17.90%
5/24/2019,Google - Generic - Google Play - App,8.00,95.00,33.00,1.00, -   ,91.35%
5/24/2019,Google - Generic - Massage - Core - National,151.00,2058.00,574.00,2.00,8.00,23.64%
5/24/2019,Google - Generic - Masseuse, -   ,11.00, -   ,1.00, -   ,84.62%
5/24/2019,Google - Generic - Corporate - Competitor,2.00,27.00,6.00,3.00,1.00,12.86%
5/24/2019,Google - Brand - Extra Tokens,54.00,183.00,80.00,1.00,4.00,99.46%
5/24/2019,Google - Generic - Therapist - CA, -   ,2.00, -   ,1.00, -   ,40.00%
5/24/2019,Google - Generic - Geo Keywords - Massage,376.00,10226.00,581.00,2.00,8.00,27.96%
5/24/2019,Google - Generic - In Home - Massage Geo - Focus,38.00,1198.00,108.00,2.00, -   ,60.57%
5/24/2019,Google - Generic - In Home - Massage Home Modifier - Focus,19.00,190.00,99.00,1.00,2.00,73.08%
5/25/2019,Google - Generic - DSA,87.00,1473.00,36.00,3.00,1.00,<10%
5/25/2019,Google - Generic - Competitors,8.00,111.00,47.00,2.00, -   ,64.16%
5/25/2019,Google - UAC - In Home - Android,118.00,6640.00,23.00,3.00,23.00,<10%
5/25/2019,Google - Brand - Corporate - Brand, -   ,1.00, -   ,1.00, -   ,100.00%
5/25/2019,Google - Generic - Massage Types,25.00,898.00,100.00,2.00, -   ,19.31%
5/25/2019,Google - Generic - Google Play - App,22.00,94.00,82.00,1.00, -   ,100.00%
5/25/2019,Google - Brand - Extra Tokens,44.00,147.00,50.00,1.00,7.00,100.00%
5/25/2019,Google - Generic - Therapist - US,1.00,22.00,1.00,2.00, -   ,56.41%
5/25/2019,Google - Generic - Geo Keywords - Massage,513.00,13848.00,760.00,2.00,9.00,38.38%
5/25/2019,Google - Generic - Massage - SKAG - Focus,51.00,2973.00,383.00,2.00,2.00,38.37%
5/26/2019,Google - Generic - DSA,86.00,1258.00,30.00,3.00,1.00,<10%
5/26/2019,Google - Generic - Corporate - Massage,6.00,641.00,45.00,2.00,1.00,47.17%
5/26/2019,Google - Generic - Competitors,7.00,133.00,20.00,2.00, -   ,77.78%
5/26/2019,Google - Generic - In Home - Massage Memberships,1.00,11.00,1.00,4.00, -   ,26.19%
5/26/2019,Google - UAC - In Home - Android,179.00,7388.00,41.00,3.00,38.00,<10%
5/26/2019,Google - Brand - Corporate - Brand,1.00,6.00,4.00,1.00, -   ,100.00%
5/26/2019,Google - Generic - Massage Types,38.00,1275.00,102.00,2.00,1.00,27.13%
5/26/2019,Google - Brand - Extra Tokens,46.00,191.00,69.00,1.00,14.00,100.00%
5/26/2019,Google - Generic - Massage - SKAG - Focus,43.00,1511.00,170.00,2.00, -   ,29.37%
5/27/2019,Google - Generic - Massage - SKAG - National,54.00,1786.00,108.00,2.00,3.00,11.23%
5/27/2019,Google - Generic - DSA,96.00,1443.00,69.00,3.00, -   ,10.13%
5/27/2019,Google - Generic - In Home - Massage Memberships,1.00,14.00,1.00,4.00, -   ,35.90%
5/27/2019,Google - UAC - In Home - Android,146.00,6545.00,30.00,3.00,24.00,<10%
5/27/2019,Google - Generic - Massage Types,20.00,1295.00,55.00,2.00,1.00,28.34%
5/27/2019,Google - Generic - Massage - Core - National,148.00,2668.00,485.00,2.00,2.00,26.45%
5/27/2019,Google - Generic - Masseuse,1.00,12.00,2.00,2.00, -   ,70.59%
5/27/2019,Google - Generic - Geo Keywords - Massage,454.00,14279.00,660.00,2.00,11.00,40.53%
5/27/2019,Google - Generic - In Home - Massage Home Modifier - Focus,14.00,207.00,94.00,1.00,1.00,78.71%
5/27/2019,Google - Generic - Massage - SKAG - Focus,38.00,1488.00,169.00,2.00,1.00,29.11%
5/28/2019,Google - Generic - Massage - SKAG - National,130.00,5716.00,261.00,2.00,11.00,15.05%
5/28/2019,Google - Generic - DSA,78.00,1501.00,71.00,2.00,1.00,10.25%
5/28/2019,Google - Generic - Massage Types,17.00,658.00,50.00,2.00,1.00,37.18%
5/28/2019,Google - Generic - Masseuse, -   ,21.00, -   ,1.00, -   ,91.30%
5/28/2019,Google - Generic - Therapist - US,3.00,22.00,6.00,2.00, -   ,56.41%
5/28/2019,Google - Generic - Therapist - CA, -   ,3.00, -   ,1.00, -   ,100.00%
5/28/2019,Google - Generic - Geo Keywords - Massage,530.00,15636.00,795.00,2.00,4.00,36.69%
5/28/2019,Google - Generic - Massage - SKAG - Focus,46.00,2034.00,260.00,2.00,1.00,26.69%
5/29/2019,Google - Generic - Massage - SKAG - National,98.00,4372.00,228.00,2.00,2.00,14.92%
5/29/2019,Google - Generic - DSA,84.00,1455.00,39.00,2.00, -   ,<10%
5/29/2019,Google - Generic - Competitors,5.00,143.00,18.00,2.00, -   ,70.10%
5/29/2019,Google - Generic - In Home - Massage Memberships,1.00,17.00,1.00,4.00, -   ,38.64%
5/29/2019,Google - Generic - Massage Types,12.00,903.00,26.00,2.00, -   ,21.34%
5/29/2019,Google - Generic - Massage - Core - National,138.00,2124.00,346.00,2.00,4.00,24.88%
5/29/2019,Google - Generic - Therapist - CA, -   ,3.00, -   ,1.00, -   ,100.00%
5/29/2019,Google - Generic - Massage - SKAG - Focus,45.00,2090.00,206.00,2.00, -   ,27.63%
5/30/2019,Google - Generic - Massage - SKAG - National,82.00,3861.00,220.00,2.00,4.00,11.82%
5/30/2019,Google - Generic - Corporate - Massage,29.00,1174.00,246.00,2.00,5.00,54.94%
5/30/2019,Google - Generic - Competitors,16.00,160.00,91.00,2.00, -   ,62.75%
5/30/2019,Google - UAC - In Home - Android,128.00,7573.00,27.00,3.00,23.00,<10%
5/30/2019,Google - Brand - Corporate - Brand,3.00,11.00,10.00,2.00, -   ,100.00%
5/30/2019,Google - Generic - Massage - Core - National,120.00,2040.00,436.00,2.00,4.00,23.48%
5/30/2019,Google - Generic - Corporate - Competitor, -   ,32.00, -   ,3.00, -   ,15.53%
5/30/2019,Google - Generic - In Home - Massage Home Modifier - Focus,20.00,153.00,169.00,1.00, -   ,72.86%
5/31/2019,Google - Brand - Core - SKAG,203.00,814.00,334.00,1.00,32.00,99.88%
5/31/2019,Google - Generic - DSA,108.00,1898.00,39.00,2.00,1.00,11.39%
5/31/2019,Google - Generic - Corporate - Massage,36.00,1019.00,370.00,2.00,2.00,54.84%
5/31/2019,Google - UAC - In Home - Android,105.00,7884.00,19.00,2.00,19.00,<10%
5/31/2019,Google - Brand - Corporate - Brand,1.00,4.00,3.00,1.00, -   ,100.00%
5/31/2019,Google - Generic - Massage Types,14.00,781.00,22.00,2.00, -   ,18.43%
5/31/2019,Google - Generic - Google Play - App,5.00,79.00,29.00,1.00, -   ,100.00%
5/31/2019,Google - Generic - Massage - Core - National,168.00,2936.00,461.00,2.00,11.00,27.07%
5/31/2019,Google - Generic - In Home - Massage Home Modifier - National,229.00,1902.00,1167.00,2.00,7.00,65.11%
5/31/2019,Google - Generic - Corporate - Competitor, -   ,55.00, -   ,3.00, -   ,22.54%
5/31/2019,Google - Brand - Extra Tokens,30.00,159.00,122.00,1.00,9.00,100.00%
5/31/2019,Google - Generic - Geo Keywords - Massage,511.00,16027.00,792.00,2.00,14.00,39.96%
5/31/2019,Google - Generic - In Home - Massage Geo - Focus,68.00,1700.00,187.00,2.00, -   ,72.53%
5/31/2019,Google - Generic - In Home - Massage Home Modifier - Focus,10.00,141.00,76.00,1.00, -   ,73.06%
6/1/2019,Google - Generic - Corporate - Massage,22.00,809.00,123.00,2.00,1.00,50.44%
6/1/2019,Google - Generic - Massage - Core - National,183.00,2766.00,538.00,2.00,5.00,24.39%
6/1/2019,Google - Generic - In Home - Massage Home Modifier - National,279.00,2019.00,1487.00,2.00,25.00,66.11%
6/1/2019,Google - Generic - Masseuse, -   ,9.00, -   ,1.00, -   ,90.00%
6/1/2019,Google - Brand - Extra Tokens,37.00,141.00,52.00,1.00,3.00,100.00%
6/1/2019,Google - Generic - Geo Keywords - Massage,577.00,15714.00,896.00,2.00,19.00,40.46%
6/1/2019,Google - Generic - In Home - Massage Home Modifier - Focus,18.00,140.00,130.00,1.00,1.00,77.78%
6/1/2019,Google - Generic - Massage - SKAG - Focus,50.00,2011.00,227.00,2.00,1.00,29.18%
6/1/2019,Google - Generic - Massage - Core - Focus,10.00,92.00,15.00,2.00, -   ,23.65%
6/2/2019,Google - Generic - Corporate - Massage,14.00,555.00,43.00,2.00,1.00,44.72%
6/2/2019,Google - Generic - Competitors,9.00,165.00,55.00,2.00, -   ,73.66%
